timedelta,n_tokens_title,n_tokens_preview,preview_subjectivity,n_tokens_content,prop_non_stop,prop_unique_non_stop,num_imgs,num_hrefs,n_tokens_cross,subjectivity_cross,content_cross,subcategory1_Attractions,subcategory1_Australia,subcategory1_Beauty & Wellness,subcategory1_Food Guides,subcategory1_Malaysia,subcategory1_Sales & Promotions,author_category_100 to 200 posts,author_category_More than 200 posts,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4
118,18,12,0.6000000000000001,2347,1.0792580101180438,0.27739251040221913,21,29,506952,0.20765197147729636,157.35260910980932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.643637,2.2460775,7.025646,5.4258604,4.792831,11.59008,4.438295,6.5580072,5.4410877,5.0349474,9.958848,3.6256728,2.559042,6.085509,5.178288
435,15,30,0.4064935064935065,2054,1.1789577187807276,0.34825174825174826,23,28,924300,0.017058984112884226,86.28856802771519,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.164315,2.2867398,6.9635506,6.1411695,5.253699,11.101322,4.167756,6.72632,3.8445854,5.0650535,4.3643785,0.6619913,1.5029479,5.3945003,4.6512914
737,13,20,0.0,3041,1.16502624671916,0.33014354066985646,28,83,790660,0.0,156.23244138530947,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.5472584,1.7368342,6.649434,5.9094057,4.6226106,11.484078,5.3598824,6.132502,5.2387624,5.3874335,0.9667106,-0.49438226,1.586091,4.918055,4.7852626
533,20,23,0.6772727272727272,2299,1.2671688081524146,0.39823982398239827,35,74,1057540,0.12783072767774298,111.4293141814343,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.8877833,1.083233,6.4077015,5.449875,4.112899,3.5081444,0.18124081,4.273533,4.741531,5.6751776,-1.317897,-0.61537284,2.223991,4.8130503,4.3222413
382,18,22,0.6000000000000001,457,1.094562647754137,0.40186915887850466,3,19,180972,0.0,41.38215669362363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.7922235,3.2564409,7.0562296,4.5435843,5.200518,10.41837,4.4428663,6.808012,5.157094,5.3298736,3.4365413,0.9875185,1.2962513,6.266968,5.022495
972,21,28,0.375,1687,1.1152460984393757,0.3059490084985836,14,39,991956,0.05794705144974929,100.56448962526422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44615895,0.29339704,5.873161,5.3777742,3.5748599,9.866079,3.0857882,5.887116,6.289358,4.0355635,4.533494,1.2488022,1.6029459,5.9692416,5.0642333
752,15,10,0.0,834,1.128797083839611,0.3464373464373464,11,4,125100,0.0,60.11757723143276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.020808,3.9394922,7.4806666,6.752491,6.1669326,11.641575,4.6958847,7.4523306,4.2818956,4.8171415,4.7659693,1.3038948,2.0451882,5.760904,4.58281
1034,16,22,0.625,1164,1.1406113537117903,0.32421052631578945,12,22,409728,0.08136890552662034,149.75241864993242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8015475,2.4244888,6.952663,5.7127266,4.9616942,7.3378773,1.7620608,5.245943,4.941752,5.5986423,9.173889,3.7299767,2.033359,6.411212,5.05859
637,15,14,0.0,870,1.087514585764294,0.37333333333333335,10,8,182700,0.0,29.34518488184749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.250199,3.2098546,7.2198095,6.1247883,5.6433945,10.359785,5.0305214,6.106736,4.953627,5.749227,7.8098984,3.040391,1.7290645,6.468739,5.391809
713,16,20,0.09583333333333333,1623,1.2198757763975154,0.32102728731942215,12,26,519360,0.004439283683562721,62.85528265303265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.024405,4.9637794,7.810876,6.5119233,6.744776,10.865051,4.789366,5.3579607,6.3030214,4.523847,11.853337,4.7872486,1.9216869,6.4890714,6.374694
1166,15,30,0.7,1204,1.0376254180602007,0.34368530020703936,7,1,541800,0.2933746843434343,90.68655395381482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.817924,4.1374083,7.5256886,6.4190564,5.975164,10.339644,3.6583655,5.7455187,6.7391148,4.684137,2.7032518,0.42600057,1.5235761,5.588332,5.1198707
666,16,21,0.65,1387,1.0966810966810967,0.3080082135523614,5,8,466032,0.3392824202496531,126.15902901319826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.273994,5.091637,7.754569,5.83007,6.717613,10.581516,4.9577675,5.5594993,5.7735453,5.7604127,11.721658,4.925171,1.9957966,6.5605764,6.2641587
620,14,19,0.65,1881,1.1215351812366738,0.28402366863905326,18,45,500346,0.1425170367540957,51.485800206380034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.431649,3.7251449,7.916208,4.999436,5.11514,10.651419,3.878465,5.6557956,4.8602405,5.0251374,10.684227,4.4664726,2.2404392,6.4085445,6.018544
291,17,22,0.42500000000000004,1372,1.118295371050698,0.38461538461538464,14,29,513128,0.08117006019095063,125.37567771936689,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.123894,5.0956597,7.93165,4.279856,5.48958,10.748346,5.1776404,6.918364,3.9425147,4.704181,2.3718557,0.20365225,1.5026531,5.5094585,4.6741185
19,16,24,0.55,1517,1.003986710963455,0.2965641952983725,7,17,582528,0.0,92.12212630149335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.783169,1.8356375,6.6482034,5.0618787,4.1342297,9.796922,4.0683017,5.388412,5.237652,5.2062154,10.700254,4.625275,2.1731606,6.3807883,5.9100366
1063,10,20,0.0,358,1.2507645259938838,0.42857142857142855,3,9,71600,0.0,28.8945977899449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.853855,4.7947574,8.298744,6.121689,5.6367326,11.327748,4.5370317,6.438257,3.878949,4.210665,2.1146405,-0.011542487,1.4704839,5.245839,5.06754
273,18,11,0.6000000000000001,638,0.9904306220095693,0.4027777777777778,6,5,126324,0.14249768089053808,68.42264586538982,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.8621855,5.3168535,7.666063,5.19786,6.711492,9.999593,4.121767,4.9946003,6.3951774,5.5931134,8.035315,3.6835818,1.9725741,6.722556,5.558491
473,17,22,0.0,1243,1.190901705930138,0.32737030411449014,11,19,464882,0.0,120.67731563554216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.011317,2.9787314,6.9680433,6.333187,5.9525766,10.852842,4.8952646,5.113646,5.8196244,4.718898,11.989662,4.5002007,2.267524,6.149739,5.8039365
1005,16,27,0.6527777777777778,3146,1.1191462249123925,0.33689839572192515,19,56,1359072,0.30720195582318555,447.0252623360001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.558288,2.8777988,6.9613323,6.668202,5.705467,5.07703,1.0412933,4.4187975,5.4092765,5.4742413,4.662369,1.4105399,1.9178032,5.81774,5.3794317
1313,12,21,0.25,906,1.0739476678043232,0.3477157360406091,12,35,228312,0.04494491463592584,-27.334394609638068,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.87676,4.4369903,8.379987,4.877865,4.5953693,10.609505,3.4928808,5.983433,5.954495,4.156931,8.74244,2.9488685,2.341,5.999093,4.687354
857,19,22,0.43666666666666665,1117,1.1551724137931034,0.31702544031311153,11,5,466906,0.06861070080871762,60.63752202876143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8668017,2.0825176,6.690339,5.755757,4.7716537,10.304437,4.664145,5.5924907,4.186639,4.9368978,7.4157653,3.2253892,1.7919167,6.6602864,5.5575333
721,20,25,0.6,1905,1.0824960338445266,0.27977839335180055,18,9,952500,0.0706854931244466,187.04681200478234,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.7091236,2.8741593,6.770738,5.795309,5.8099146,6.369866,1.7918618,4.5477633,5.441393,5.5464864,10.737472,4.46789,2.0115747,6.4340568,5.633522
49,15,7,0.6000000000000001,420,1.1628498727735368,0.4,4,3,44100,0.11445192307692315,24.0453356620593,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.949963,3.3996325,7.6324444,5.247521,4.1609316,10.254071,4.255327,5.2736526,7.3701468,5.0441933,8.239856,2.6297545,1.7530023,6.029075,4.208049
775,19,19,0.0,770,1.0571808510638299,0.35340314136125656,11,8,277970,0.0,40.76742611021457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.714072,4.6075034,7.7805715,6.3035727,6.7521286,9.534397,3.565715,5.835523,6.4343505,5.318102,6.0329,1.6068355,1.6851166,5.7852697,4.3098187
1335,14,31,0.23333333333333334,356,1.1280487804878048,0.4134078212290503,8,2,154504,0.01628174603174603,27.666989540816317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.902954,4.263244,8.236622,5.1919727,5.0562987,10.199838,3.9173536,6.5432596,5.916747,4.4731126,11.823609,4.1781297,2.2637043,6.047476,5.4533052
515,15,24,0.5944444444444444,1561,1.0356687898089172,0.2905844155844156,5,8,561960,0.0,29.009533459364867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.679992,3.8681006,7.966634,4.963906,5.234217,10.56902,4.2407694,5.134538,6.130561,5.714716,11.97934,4.5151033,2.2989979,6.1393795,5.747958
1278,18,26,0.25,622,1.084297520661157,0.4035714285714286,8,5,291096,0.04775049603174603,41.845583587936986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2057905,3.8726702,7.583875,6.2016764,5.098978,4.4565697,0.67750365,4.3511896,5.109869,5.561956,1.0735966,-0.050475907,1.9543471,5.2311077,4.165658
835,14,20,0.0,2229,1.1538806639748767,0.3023255813953488,20,52,624120,0.0,192.8266939715896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.935888,5.329168,7.9194546,4.639706,6.2732677,9.500556,4.3780417,6.312256,5.762977,4.1441393,6.8511,1.8273746,1.8058532,5.8530326,4.421003
1216,15,22,0.775,1003,1.1725888324873097,0.4024691358024691,12,12,330990,0.0,125.08421933036303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.551998,4.264644,8.354868,5.0213385,4.4791217,11.565238,5.282784,6.4358835,4.815709,4.781529,0.37515223,0.09406602,1.8800285,5.728488,4.7445517
319,18,29,0.43333333333333335,1921,0.9760541384695471,0.2894333843797856,16,3,1002762,0.06908156298434075,123.94120208294204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.987693,3.9598558,7.7885156,6.6187415,6.1734385,10.599437,4.1175785,6.2696023,5.634808,3.7099972,7.4441786,2.6121588,2.3852131,6.010078,4.455466
460,17,28,0.5666666666666668,439,1.058679706601467,0.44711538461538464,4,9,208964,0.1502582166360576,39.39221644625621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.311648,4.4419694,7.878751,5.797729,5.94804,7.218496,2.503252,5.4182215,5.1581955,5.3206377,5.79512,2.2103605,2.159999,6.1634917,5.0954704
687,13,28,0.9,1065,1.1238095238095238,0.36091954022988504,13,13,387660,0.0,127.62069225511374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.329083,3.2651482,7.557567,5.4190235,4.0822005,3.2176974,0.041058134,4.266524,4.5863786,5.6893854,6.3100567,2.1402419,1.5483183,6.3357525,5.1386576
61,20,4,0.0,690,0.9864864864864865,0.3857677902621723,6,5,55200,0.0,-6.939668319413496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.637696,1.63943,6.8182745,5.8773837,4.3184557,4.078771,0.16468264,4.90258,3.792216,5.762815,7.587668,2.9889898,2.0344143,6.4433126,5.93008
1231,17,29,0.2,1625,1.014321295143213,0.3339483394833948,28,41,801125,0.06827897252090796,145.83878286114378,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.7576323,3.0463202,6.8201675,5.1655536,5.8539095,6.786173,2.4680803,5.60147,4.9032836,5.450348,5.495102,1.1073859,1.5932394,5.612782,4.019776
645,13,23,0.0,1043,1.0520117762512267,0.40625,7,15,311857,0.0,58.71373002367584,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.410771,3.6689456,7.7096806,6.951921,5.975722,10.473138,4.6408963,5.368136,6.355211,5.7551646,4.002212,0.7216502,1.7131603,5.4223824,4.778653
396,17,24,0.45,1730,1.1526222746022392,0.41156462585034015,14,32,705840,0.0,116.34600521892085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6192636,2.1181755,6.8235226,4.821785,4.2307997,10.605103,4.1377916,7.1655083,4.1203017,5.1576066,-0.09703121,-0.74089426,1.8327113,4.681227,4.5475597
478,17,20,0.3,1596,1.0755191944619258,0.28796561604584525,8,9,542640,0.07103174603174604,78.61938345091126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7825942,0.534297,6.079236,4.9951377,3.6403172,11.761847,4.4876904,6.496323,5.038561,4.258577,10.674714,4.2176685,2.1556177,6.2527204,5.0192165
105,19,11,0.1,886,1.05720823798627,0.37317073170731707,7,17,185174,0.0,53.509213149291426,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5652492,0.2763023,5.8589892,5.321663,3.5681002,1.906169,-0.46207774,3.9583163,4.485836,5.574886,-0.9228766,-0.24761245,2.234832,5.241618,4.3835635
543,16,21,0.2,1985,1.0050556117290192,0.2634730538922156,14,15,666960,0.0,36.84709204314957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25102,4.5950985,8.185578,4.247341,4.638285,9.436638,3.8973024,5.4357877,6.2268414,4.617575,11.433723,4.007381,1.8226365,6.1925807,5.8366866
95,18,14,0.0,973,1.065263157894737,0.36803874092009686,11,4,245196,0.0,92.61950035889461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095697,5.156932,7.9764276,6.193417,6.4093533,6.7062,1.8577262,4.6394706,5.6171327,5.5423675,2.5644512,0.75678104,1.671714,5.965252,5.1388073
616,13,21,0.37857142857142856,1697,1.1781883194278904,0.30757575757575756,10,28,463281,0.0,104.31504082201094,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0256724,2.8066761,7.0831304,4.9828124,4.4677205,11.832529,4.6465263,6.7533417,5.059773,5.2668653,11.354196,4.025034,1.8123978,6.204102,6.061492
539,16,31,0.6666666666666667,1119,1.017257039055404,0.3080568720379147,7,14,555024,0.22916770168335102,-3.4665080766243643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.198519,3.9651194,7.4569645,5.3001075,6.4743137,10.01633,4.1894274,6.6829524,4.5125527,5.4284387,11.392951,4.6273265,2.2621987,6.467816,5.606
428,19,16,0.3666666666666667,382,1.0224719101123596,0.467005076142132,3,7,116128,0.09809892787524367,28.396589912280703,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.975577,3.9104044,7.3410716,6.640411,6.5348506,10.193448,4.1113944,5.3961806,4.4896855,4.713529,4.631549,0.86384046,1.3483552,5.631099,4.744033
1096,14,22,0.7166666666666667,1104,1.0526793823796547,0.3228511530398323,10,3,340032,0.0,54.88141759828639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.145675,4.464834,7.7883444,6.1701627,5.541716,9.849931,4.07442,5.2569575,5.921646,4.3455796,10.773951,3.4261396,2.0752985,5.936932,4.632223
966,17,28,0.25,1617,1.1149281698938163,0.3572593800978793,14,46,769692,0.06171349991471941,188.27902424117622,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.6725585,0.82620007,6.0696306,5.5898786,3.9161289,2.4083118,-0.28306612,4.1282754,4.455661,5.6766777,-0.1613884,0.056728415,2.1333356,5.594531,4.4857893
791,16,24,0.0,1631,1.2144622991347342,0.3935810810810811,19,1,626304,0.0,77.7020272964923,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.664967,3.086838,6.8306465,5.407484,5.602485,9.114666,3.961361,5.775134,6.2093472,5.35916,0.19666405,-0.014537729,2.0112123,5.497319,4.4376993
83,16,19,0.125,858,1.0998810939357908,0.3237410071942446,8,3,260832,0.0436963587130083,45.15185257799464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.46148,5.5474052,7.7812304,5.3623834,6.881752,10.544342,3.9957042,5.6477175,6.927533,5.084195,8.960481,3.8817608,1.5999612,6.7082806,6.035367
925,15,16,0.0,1054,1.196926032660903,0.33535353535353535,15,4,252960,0.0,65.95255308752856,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.9754796,3.6856017,7.1813054,5.3175316,5.1191044,10.843827,4.4739957,5.202874,6.941153,5.4446254,8.67114,3.4936147,1.8381163,6.406985,5.653293
221,18,20,0.45454545454545453,813,1.136762860727729,0.33602150537634407,14,4,292680,0.08345920628434762,80.61094787755898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.383985,3.9448657,7.995027,6.325747,4.903375,11.018304,3.9281805,6.6148596,3.8490765,4.8510795,10.971434,4.1227646,2.826163,5.928633,4.5988207
1093,17,23,0.0,953,1.0862998921251348,0.4170984455958549,8,14,372623,0.0,90.06460731244755,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4832194,0.75346226,6.0525637,5.598441,3.8813896,4.6489325,0.7484998,4.356106,5.2162156,5.5398235,-0.7030504,-0.10863162,2.2618926,5.3684993,4.342763
741,12,26,0.0,871,1.025089605734767,0.3785900783289817,13,32,271752,0.0,72.53201355996806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.008155,3.22452,6.910982,4.954009,5.71645,7.0371037,2.3302999,5.4068413,5.3843637,5.275058,5.942633,1.5667506,1.5009227,5.9378324,4.7319403
791,17,22,0.8333333333333334,872,1.102923976608187,0.41005291005291006,13,5,326128,0.33968777612845397,72.74024332097557,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.146554,4.854131,8.161613,5.2211285,5.1451807,4.7214904,0.5446404,5.034773,3.9827046,5.7313056,1.0245572,0.18910447,1.7781736,5.7555184,4.599337
760,9,31,1.0,825,1.144110275689223,0.3537234042553192,10,24,230175,0.02639751552795031,32.548567040237636,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.601894,4.8184295,8.490141,4.834184,4.511429,10.6083355,4.702769,6.2905107,6.2466793,5.5655537,10.129197,3.0468376,2.1481168,5.8568954,4.409052
557,16,23,0.2,522,1.1468812877263581,0.4280155642023346,5,12,192096,0.0,19.416969234722963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.952434,5.5066032,7.888126,6.017263,6.655964,5.3298397,1.0929934,4.88179,4.957022,5.5632086,6.342798,2.1120703,1.455832,6.1829457,5.757596
1012,18,26,0.6875,1402,1.129335260115607,0.34587813620071683,11,34,656136,0.23368954613095236,113.03379799560358,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.5359612,1.0693694,6.4222116,5.137785,4.0705223,8.915273,3.3520846,5.697956,6.4094963,4.8961496,3.5455215,1.2681653,1.8916618,6.1474934,5.1065516
538,15,13,1.0,1669,1.0228502705953098,0.2956381260096931,8,6,325455,0.335456007956008,56.239258279343076,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.060004,4.766683,8.2571,5.8814697,4.81698,10.753251,3.6908958,5.6118135,4.919858,5.7421107,11.037071,4.160932,1.8433089,6.335467,6.2244825
1058,15,26,0.5380952380952382,1337,1.0975794251134645,0.30185497470489037,10,27,521430,0.10546788181806192,38.057094848520165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.178834,3.82564,7.731845,6.0717444,6.061085,10.585029,4.886932,5.3395743,5.8797603,5.6861553,11.970723,4.3815746,1.9670045,6.199434,6.029406
802,14,15,0.0,1292,1.1105919003115265,0.344294003868472,12,17,271320,0.0,113.61629049085289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.539035,1.5503407,6.2985024,5.1750627,4.3471303,11.806042,4.568696,6.8138657,4.744958,5.366612,5.6526713,2.1757758,1.8322582,6.5378036,4.8232093
1335,18,31,0.5,1357,1.0905044510385757,0.32321428571428573,26,6,757206,0.13653499278499281,121.18907299903043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.069285,1.8152035,6.6323214,5.976008,4.9067473,6.016213,1.0752516,5.022447,4.482182,5.798829,4.1505013,1.399397,2.076654,5.990945,4.772989
928,16,31,0.16666666666666666,330,1.03,0.4438202247191011,3,14,163680,0.0,12.34897279917884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.960787,3.2815468,7.493629,6.4360604,5.637082,9.855011,3.9077983,5.2987432,5.801837,4.265711,3.0333056,0.16913815,1.6321465,5.196608,4.1441336
641,20,25,0.6327272727272727,781,1.049934296977661,0.4012158054711246,9,11,390500,0.02515173432627978,60.63564266454063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.029161,5.037757,8.319411,5.2107706,4.9855433,11.735476,4.2896433,6.0667276,5.001324,4.275231,6.8870144,2.8625796,1.7543164,6.520666,5.844948
491,16,26,0.5486363636363637,546,1.0881226053639848,0.42124542124542125,5,11,227136,0.11340531904773413,47.79565380570585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.045035,4.4931,7.4447303,5.682824,7.0182815,10.085501,3.1982355,6.0494785,5.4938416,4.759205,4.771331,1.471327,1.450945,6.3005133,4.8545313
1343,10,30,0.7666666666666666,2082,1.0871670702179177,0.35753424657534244,3,62,624600,0.2543325077700077,163.5133433832754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5985234,1.1766778,6.517562,4.757612,3.602691,11.544464,5.382785,6.4518347,5.2299027,5.2270226,2.146809,-0.12886825,1.6037768,4.984271,4.652741
791,18,20,0.48484848484848486,816,1.1982434127979924,0.35945945945945945,8,2,293760,0.32238887188382137,138.60236410116877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.311611,4.4729238,7.60178,5.644354,6.2452207,9.446933,3.7419362,5.8319416,6.381763,5.6148615,7.809281,3.1311982,2.1516101,6.1694236,5.105727
190,15,17,0.41666666666666663,542,1.02504816955684,0.4189723320158103,3,6,138210,0.15770916005291005,48.07204017506526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.901448,0.86942804,6.1377306,5.5839252,4.005585,6.882955,2.1844015,5.0467753,4.7182555,5.2704864,1.1317103,0.2805599,1.8254575,5.707906,4.980624
1322,18,31,0.6333333333333333,775,1.1794195250659631,0.3857566765578635,11,4,432450,0.10035016288425377,48.23098776023827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.550909,5.1518598,8.303416,5.6219854,5.4827895,10.133595,4.590184,5.2234125,6.469913,4.358753,3.1008506,0.31277165,1.6631233,5.254391,4.678634
830,14,21,0.45,1180,1.082191780821918,0.3319587628865979,14,6,346920,0.15069685206098246,52.19521843216325,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.081354,3.736213,7.811535,4.8054953,5.161603,5.868503,1.3299916,4.872314,4.8229456,5.7713823,6.3203917,2.1797261,1.556906,6.169018,4.994433
1222,15,20,0.75,772,1.072944297082228,0.39233038348082594,16,5,231600,0.40205965909090896,70.28957515034679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.182438,5.6252418,8.064175,6.09321,6.4622083,7.661317,2.449151,5.222789,4.4789834,5.254268,8.922555,3.0064998,1.5327526,6.2438903,4.7337584
465,19,21,0.3,1550,1.0246753246753246,0.32894736842105265,9,12,618450,0.0,125.67299354333001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8967159,1.3040097,6.730321,5.147151,3.953242,5.253981,0.7434347,5.056074,4.0475507,5.7366633,-0.19725245,0.074608706,2.04562,5.7393327,4.62156
456,16,23,1.0,431,1.108641975308642,0.41304347826086957,2,10,158608,0.26441797233700637,52.27214856402605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.899358,2.9033358,7.140878,4.7880483,4.469542,7.176686,1.8555411,5.4054704,4.5157633,5.1807055,4.635537,0.94706297,1.4568623,5.59556,5.318183
546,15,21,0.2,1330,1.1501524390243902,0.2912801484230056,15,38,418950,0.04866073420528863,89.7938002857894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3492894,1.491963,6.7855754,5.6738024,4.1963854,6.2058296,1.7413716,4.639942,5.3831534,5.434122,9.741115,3.361005,2.4674027,5.9633613,4.171512
1241,16,12,0.0,1600,1.212833545108005,0.31758034026465026,19,36,307200,0.0,55.81250381766124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.875211,5.284005,8.191221,5.65255,5.9574213,11.109621,4.623533,6.641345,3.447913,4.284368,11.499618,4.832095,2.2629132,6.3452454,5.881839
897,13,13,0.0,494,1.152542372881356,0.40408163265306124,5,8,83486,0.0,47.21631984420626,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.9456215,4.9612713,8.500195,5.2288785,4.459271,10.329381,3.909819,5.4769435,7.119866,5.2676187,7.910769,2.379854,1.7929921,6.058348,4.329311
382,16,11,0.0,1537,1.0928242264647794,0.31738437001594894,8,17,270512,0.0,150.60364889620487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.992674,5.3568654,8.307169,5.066005,5.5517087,9.628602,4.395126,4.969929,6.5246534,4.414887,10.526623,4.359735,1.6925521,6.65069,6.0743723
777,15,22,0.535064935064935,3031,1.2005998000666445,0.3306808134394341,44,84,1000230,0.1035998437077986,223.61684755157015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.994037,0.8851509,6.093662,5.4702373,3.9706209,2.9121897,-0.13028015,4.35444,4.3044696,5.7701497,0.86361164,-0.321566,1.9091215,4.9021525,4.454597
889,19,25,0.45714285714285713,790,1.1730013106159896,0.34375,5,3,375250,0.0830095238095238,80.71142408352232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.669816,3.9671228,7.8159204,5.481511,5.9319406,10.841496,3.469087,7.013732,5.6513424,5.2305083,11.066596,3.9781232,2.605026,5.9281383,4.391925
21,19,7,0.25,520,1.044,0.4274193548387097,5,2,69160,0.06996845746845745,54.13559509273795,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.704611,4.2633805,8.330302,4.820262,4.546361,10.734536,3.94236,5.761706,6.7309766,4.63294,5.0444202,1.5970583,1.4147731,6.1622453,5.8099346
708,17,20,1.0,571,1.0508166969147006,0.36101083032490977,7,15,194140,0.0,57.32321009629863,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.751479,4.279557,8.323958,4.801501,4.5800657,7.849241,2.6605365,5.5525246,4.8774757,5.6277494,9.462882,3.8249168,2.2046316,6.4108024,5.7487783
295,19,23,0.4,760,0.9468085106382979,0.3774193548387097,11,4,332120,0.0,87.3886257808859,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.197217,2.7434385,7.128648,5.3305273,4.679282,11.33103,4.4854565,6.397006,4.835826,5.1340504,6.818224,2.5096755,1.7028195,6.343568,5.66341
400,17,8,0.5,706,1.0028943560057888,0.375,6,4,96016,0.10144062544340834,33.82080137487533,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.5291314,1.5051441,6.7213078,5.5348144,4.282065,11.926038,4.1453257,5.530605,4.8911643,5.308707,4.4779925,0.9082499,1.7422835,5.569875,4.387216
469,16,26,0.30714285714285716,1709,1.1716637272192827,0.31347517730496455,10,15,710944,0.027887312305041878,114.38979113226631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.058547,3.8275867,7.6972394,6.605719,5.7950425,11.381645,4.3280625,7.1722,3.9285948,4.7091856,7.6187983,3.0860584,1.9521844,6.585328,5.1064644
